date_key,full_date,day,month,month_name,quarter,year,week_of_year,day_of_week,is_weekend
368,03-01-2022,3,1,January,1,2022,1,Monday,FALSE
369,04-01-2022,4,1,January,1,2022,1,Tuesday,FALSE
370,05-01-2022,5,1,January,1,2022,1,Wednesday,FALSE
371,06-01-2022,6,1,January,1,2022,1,Thursday,FALSE
372,07-01-2022,7,1,January,1,2022,1,Friday,FALSE
373,08-01-2022,8,1,January,1,2022,1,Saturday,TRUE
374,09-01-2022,9,1,January,1,2022,1,Sunday,TRUE
375,10-01-2022,10,1,January,1,2022,2,Monday,FALSE
376,11-01-2022,11,1,January,1,2022,2,Tuesday,FALSE
377,12-01-2022,12,1,January,1,2022,2,Wednesday,FALSE
378,13-01-2022,13,1,January,1,2022,2,Thursday,FALSE
379,14-01-2022,14,1,January,1,2022,2,Friday,FALSE
380,15-01-2022,15,1,January,1,2022,2,Saturday,TRUE
381,16-01-2022,16,1,January,1,2022,2,Sunday,TRUE
382,17-01-2022,17,1,January,1,2022,3,Monday,FALSE
383,18-01-2022,18,1,January,1,2022,3,Tuesday,FALSE
384,19-01-2022,19,1,January,1,2022,3,Wednesday,FALSE
385,20-01-2022,20,1,January,1,2022,3,Thursday,FALSE
386,21-01-2022,21,1,January,1,2022,3,Friday,FALSE
387,22-01-2022,22,1,January,1,2022,3,Saturday,TRUE
388,23-01-2022,23,1,January,1,2022,3,Sunday,TRUE
389,24-01-2022,24,1,January,1,2022,4,Monday,FALSE
390,25-01-2022,25,1,January,1,2022,4,Tuesday,FALSE
391,26-01-2022,26,1,January,1,2022,4,Wednesday,FALSE
392,27-01-2022,27,1,January,1,2022,4,Thursday,FALSE
393,28-01-2022,28,1,January,1,2022,4,Friday,FALSE
394,29-01-2022,29,1,January,1,2022,4,Saturday,TRUE
395,30-01-2022,30,1,January,1,2022,4,Sunday,TRUE
396,31-01-2022,31,1,January,1,2022,5,Monday,FALSE
397,01-02-2022,1,2,February,1,2022,5,Tuesday,FALSE
398,02-02-2022,2,2,February,1,2022,5,Wednesday,FALSE
399,03-02-2022,3,2,February,1,2022,5,Thursday,FALSE
400,04-02-2022,4,2,February,1,2022,5,Friday,FALSE
401,05-02-2022,5,2,February,1,2022,5,Saturday,TRUE
402,06-02-2022,6,2,February,1,2022,5,Sunday,TRUE
403,07-02-2022,7,2,February,1,2022,6,Monday,FALSE
404,08-02-2022,8,2,February,1,2022,6,Tuesday,FALSE
405,09-02-2022,9,2,February,1,2022,6,Wednesday,FALSE
406,10-02-2022,10,2,February,1,2022,6,Thursday,FALSE
407,11-02-2022,11,2,February,1,2022,6,Friday,FALSE
408,12-02-2022,12,2,February,1,2022,6,Saturday,TRUE
409,13-02-2022,13,2,February,1,2022,6,Sunday,TRUE
410,14-02-2022,14,2,February,1,2022,7,Monday,FALSE
411,15-02-2022,15,2,February,1,2022,7,Tuesday,FALSE
412,16-02-2022,16,2,February,1,2022,7,Wednesday,FALSE
413,17-02-2022,17,2,February,1,2022,7,Thursday,FALSE
414,18-02-2022,18,2,February,1,2022,7,Friday,FALSE
415,19-02-2022,19,2,February,1,2022,7,Saturday,TRUE
416,20-02-2022,20,2,February,1,2022,7,Sunday,TRUE
417,21-02-2022,21,2,February,1,2022,8,Monday,FALSE
418,22-02-2022,22,2,February,1,2022,8,Tuesday,FALSE
419,23-02-2022,23,2,February,1,2022,8,Wednesday,FALSE
420,24-02-2022,24,2,February,1,2022,8,Thursday,FALSE
421,25-02-2022,25,2,February,1,2022,8,Friday,FALSE
422,26-02-2022,26,2,February,1,2022,8,Saturday,TRUE
423,27-02-2022,27,2,February,1,2022,8,Sunday,TRUE
424,28-02-2022,28,2,February,1,2022,9,Monday,FALSE
425,01-03-2022,1,3,March,1,2022,9,Tuesday,FALSE
426,02-03-2022,2,3,March,1,2022,9,Wednesday,FALSE
427,03-03-2022,3,3,March,1,2022,9,Thursday,FALSE
428,04-03-2022,4,3,March,1,2022,9,Friday,FALSE
429,05-03-2022,5,3,March,1,2022,9,Saturday,TRUE
430,06-03-2022,6,3,March,1,2022,9,Sunday,TRUE
431,07-03-2022,7,3,March,1,2022,10,Monday,FALSE
432,08-03-2022,8,3,March,1,2022,10,Tuesday,FALSE
433,09-03-2022,9,3,March,1,2022,10,Wednesday,FALSE
434,10-03-2022,10,3,March,1,2022,10,Thursday,FALSE
435,11-03-2022,11,3,March,1,2022,10,Friday,FALSE
436,12-03-2022,12,3,March,1,2022,10,Saturday,TRUE
437,13-03-2022,13,3,March,1,2022,10,Sunday,TRUE
438,14-03-2022,14,3,March,1,2022,11,Monday,FALSE
439,15-03-2022,15,3,March,1,2022,11,Tuesday,FALSE
440,16-03-2022,16,3,March,1,2022,11,Wednesday,FALSE
441,17-03-2022,17,3,March,1,2022,11,Thursday,FALSE
442,18-03-2022,18,3,March,1,2022,11,Friday,FALSE
443,19-03-2022,19,3,March,1,2022,11,Saturday,TRUE
444,20-03-2022,20,3,March,1,2022,11,Sunday,TRUE
445,21-03-2022,21,3,March,1,2022,12,Monday,FALSE
446,22-03-2022,22,3,March,1,2022,12,Tuesday,FALSE
447,23-03-2022,23,3,March,1,2022,12,Wednesday,FALSE
448,24-03-2022,24,3,March,1,2022,12,Thursday,FALSE
449,25-03-2022,25,3,March,1,2022,12,Friday,FALSE
450,26-03-2022,26,3,March,1,2022,12,Saturday,TRUE
451,27-03-2022,27,3,March,1,2022,12,Sunday,TRUE
452,28-03-2022,28,3,March,1,2022,13,Monday,FALSE
453,29-03-2022,29,3,March,1,2022,13,Tuesday,FALSE
454,30-03-2022,30,3,March,1,2022,13,Wednesday,FALSE
455,31-03-2022,31,3,March,1,2022,13,Thursday,FALSE
456,01-04-2022,1,4,April,2,2022,13,Friday,FALSE
457,02-04-2022,2,4,April,2,2022,13,Saturday,TRUE
458,03-04-2022,3,4,April,2,2022,13,Sunday,TRUE
459,04-04-2022,4,4,April,2,2022,14,Monday,FALSE
460,05-04-2022,5,4,April,2,2022,14,Tuesday,FALSE
461,06-04-2022,6,4,April,2,2022,14,Wednesday,FALSE
462,07-04-2022,7,4,April,2,2022,14,Thursday,FALSE
463,08-04-2022,8,4,April,2,2022,14,Friday,FALSE
464,09-04-2022,9,4,April,2,2022,14,Saturday,TRUE
465,10-04-2022,10,4,April,2,2022,14,Sunday,TRUE
466,11-04-2022,11,4,April,2,2022,15,Monday,FALSE
467,12-04-2022,12,4,April,2,2022,15,Tuesday,FALSE
468,13-04-2022,13,4,April,2,2022,15,Wednesday,FALSE
469,14-04-2022,14,4,April,2,2022,15,Thursday,FALSE
470,15-04-2022,15,4,April,2,2022,15,Friday,FALSE
471,16-04-2022,16,4,April,2,2022,15,Saturday,TRUE
472,17-04-2022,17,4,April,2,2022,15,Sunday,TRUE
473,18-04-2022,18,4,April,2,2022,16,Monday,FALSE
474,19-04-2022,19,4,April,2,2022,16,Tuesday,FALSE
475,20-04-2022,20,4,April,2,2022,16,Wednesday,FALSE
476,21-04-2022,21,4,April,2,2022,16,Thursday,FALSE
477,22-04-2022,22,4,April,2,2022,16,Friday,FALSE
478,23-04-2022,23,4,April,2,2022,16,Saturday,TRUE
479,24-04-2022,24,4,April,2,2022,16,Sunday,TRUE
480,25-04-2022,25,4,April,2,2022,17,Monday,FALSE
481,26-04-2022,26,4,April,2,2022,17,Tuesday,FALSE
482,27-04-2022,27,4,April,2,2022,17,Wednesday,FALSE
483,28-04-2022,28,4,April,2,2022,17,Thursday,FALSE
484,29-04-2022,29,4,April,2,2022,17,Friday,FALSE
485,30-04-2022,30,4,April,2,2022,17,Saturday,TRUE
486,01-05-2022,1,5,May,2,2022,17,Sunday,TRUE
487,02-05-2022,2,5,May,2,2022,18,Monday,FALSE
488,03-05-2022,3,5,May,2,2022,18,Tuesday,FALSE
489,04-05-2022,4,5,May,2,2022,18,Wednesday,FALSE
490,05-05-2022,5,5,May,2,2022,18,Thursday,FALSE
491,06-05-2022,6,5,May,2,2022,18,Friday,FALSE
492,07-05-2022,7,5,May,2,2022,18,Saturday,TRUE
493,08-05-2022,8,5,May,2,2022,18,Sunday,TRUE
494,09-05-2022,9,5,May,2,2022,19,Monday,FALSE
495,10-05-2022,10,5,May,2,2022,19,Tuesday,FALSE
496,11-05-2022,11,5,May,2,2022,19,Wednesday,FALSE
497,12-05-2022,12,5,May,2,2022,19,Thursday,FALSE
498,13-05-2022,13,5,May,2,2022,19,Friday,FALSE
499,14-05-2022,14,5,May,2,2022,19,Saturday,TRUE
500,15-05-2022,15,5,May,2,2022,19,Sunday,TRUE
501,16-05-2022,16,5,May,2,2022,20,Monday,FALSE
502,17-05-2022,17,5,May,2,2022,20,Tuesday,FALSE
503,18-05-2022,18,5,May,2,2022,20,Wednesday,FALSE
504,19-05-2022,19,5,May,2,2022,20,Thursday,FALSE
505,20-05-2022,20,5,May,2,2022,20,Friday,FALSE
506,21-05-2022,21,5,May,2,2022,20,Saturday,TRUE
507,22-05-2022,22,5,May,2,2022,20,Sunday,TRUE
508,23-05-2022,23,5,May,2,2022,21,Monday,FALSE
509,24-05-2022,24,5,May,2,2022,21,Tuesday,FALSE
510,25-05-2022,25,5,May,2,2022,21,Wednesday,FALSE
511,26-05-2022,26,5,May,2,2022,21,Thursday,FALSE
512,27-05-2022,27,5,May,2,2022,21,Friday,FALSE
513,28-05-2022,28,5,May,2,2022,21,Saturday,TRUE
514,29-05-2022,29,5,May,2,2022,21,Sunday,TRUE
515,30-05-2022,30,5,May,2,2022,22,Monday,FALSE
516,31-05-2022,31,5,May,2,2022,22,Tuesday,FALSE
517,01-06-2022,1,6,June,2,2022,22,Wednesday,FALSE
518,02-06-2022,2,6,June,2,2022,22,Thursday,FALSE
519,03-06-2022,3,6,June,2,2022,22,Friday,FALSE
520,04-06-2022,4,6,June,2,2022,22,Saturday,TRUE
521,05-06-2022,5,6,June,2,2022,22,Sunday,TRUE
522,06-06-2022,6,6,June,2,2022,23,Monday,FALSE
523,07-06-2022,7,6,June,2,2022,23,Tuesday,FALSE
524,08-06-2022,8,6,June,2,2022,23,Wednesday,FALSE
525,09-06-2022,9,6,June,2,2022,23,Thursday,FALSE
526,10-06-2022,10,6,June,2,2022,23,Friday,FALSE
527,11-06-2022,11,6,June,2,2022,23,Saturday,TRUE
528,12-06-2022,12,6,June,2,2022,23,Sunday,TRUE
529,13-06-2022,13,6,June,2,2022,24,Monday,FALSE
530,14-06-2022,14,6,June,2,2022,24,Tuesday,FALSE
531,15-06-2022,15,6,June,2,2022,24,Wednesday,FALSE
532,16-06-2022,16,6,June,2,2022,24,Thursday,FALSE
533,17-06-2022,17,6,June,2,2022,24,Friday,FALSE
534,18-06-2022,18,6,June,2,2022,24,Saturday,TRUE
535,19-06-2022,19,6,June,2,2022,24,Sunday,TRUE
536,20-06-2022,20,6,June,2,2022,25,Monday,FALSE
537,21-06-2022,21,6,June,2,2022,25,Tuesday,FALSE
538,22-06-2022,22,6,June,2,2022,25,Wednesday,FALSE
539,23-06-2022,23,6,June,2,2022,25,Thursday,FALSE
540,24-06-2022,24,6,June,2,2022,25,Friday,FALSE
541,25-06-2022,25,6,June,2,2022,25,Saturday,TRUE
542,26-06-2022,26,6,June,2,2022,25,Sunday,TRUE
543,27-06-2022,27,6,June,2,2022,26,Monday,FALSE
544,28-06-2022,28,6,June,2,2022,26,Tuesday,FALSE
545,29-06-2022,29,6,June,2,2022,26,Wednesday,FALSE
546,30-06-2022,30,6,June,2,2022,26,Thursday,FALSE
547,01-07-2022,1,7,July,3,2022,26,Friday,FALSE
548,02-07-2022,2,7,July,3,2022,26,Saturday,TRUE
549,03-07-2022,3,7,July,3,2022,26,Sunday,TRUE
550,04-07-2022,4,7,July,3,2022,27,Monday,FALSE
551,05-07-2022,5,7,July,3,2022,27,Tuesday,FALSE
552,06-07-2022,6,7,July,3,2022,27,Wednesday,FALSE
553,07-07-2022,7,7,July,3,2022,27,Thursday,FALSE
554,08-07-2022,8,7,July,3,2022,27,Friday,FALSE
555,09-07-2022,9,7,July,3,2022,27,Saturday,TRUE
556,10-07-2022,10,7,July,3,2022,27,Sunday,TRUE
557,11-07-2022,11,7,July,3,2022,28,Monday,FALSE
558,12-07-2022,12,7,July,3,2022,28,Tuesday,FALSE
559,13-07-2022,13,7,July,3,2022,28,Wednesday,FALSE
560,14-07-2022,14,7,July,3,2022,28,Thursday,FALSE
561,15-07-2022,15,7,July,3,2022,28,Friday,FALSE
562,16-07-2022,16,7,July,3,2022,28,Saturday,TRUE
563,17-07-2022,17,7,July,3,2022,28,Sunday,TRUE
564,18-07-2022,18,7,July,3,2022,29,Monday,FALSE
565,19-07-2022,19,7,July,3,2022,29,Tuesday,FALSE
566,20-07-2022,20,7,July,3,2022,29,Wednesday,FALSE
567,21-07-2022,21,7,July,3,2022,29,Thursday,FALSE
568,22-07-2022,22,7,July,3,2022,29,Friday,FALSE
569,23-07-2022,23,7,July,3,2022,29,Saturday,TRUE
570,24-07-2022,24,7,July,3,2022,29,Sunday,TRUE
571,25-07-2022,25,7,July,3,2022,30,Monday,FALSE
572,26-07-2022,26,7,July,3,2022,30,Tuesday,FALSE
573,27-07-2022,27,7,July,3,2022,30,Wednesday,FALSE
574,28-07-2022,28,7,July,3,2022,30,Thursday,FALSE
575,29-07-2022,29,7,July,3,2022,30,Friday,FALSE
576,30-07-2022,30,7,July,3,2022,30,Saturday,TRUE
577,31-07-2022,31,7,July,3,2022,30,Sunday,TRUE
578,01-08-2022,1,8,August,3,2022,31,Monday,FALSE
579,02-08-2022,2,8,August,3,2022,31,Tuesday,FALSE
580,03-08-2022,3,8,August,3,2022,31,Wednesday,FALSE
581,04-08-2022,4,8,August,3,2022,31,Thursday,FALSE
582,05-08-2022,5,8,August,3,2022,31,Friday,FALSE
583,06-08-2022,6,8,August,3,2022,31,Saturday,TRUE
584,07-08-2022,7,8,August,3,2022,31,Sunday,TRUE
585,08-08-2022,8,8,August,3,2022,32,Monday,FALSE
586,09-08-2022,9,8,August,3,2022,32,Tuesday,FALSE
587,10-08-2022,10,8,August,3,2022,32,Wednesday,FALSE
588,11-08-2022,11,8,August,3,2022,32,Thursday,FALSE
589,12-08-2022,12,8,August,3,2022,32,Friday,FALSE
590,13-08-2022,13,8,August,3,2022,32,Saturday,TRUE
591,14-08-2022,14,8,August,3,2022,32,Sunday,TRUE
592,15-08-2022,15,8,August,3,2022,33,Monday,FALSE
593,16-08-2022,16,8,August,3,2022,33,Tuesday,FALSE
594,17-08-2022,17,8,August,3,2022,33,Wednesday,FALSE
595,18-08-2022,18,8,August,3,2022,33,Thursday,FALSE
596,19-08-2022,19,8,August,3,2022,33,Friday,FALSE
597,20-08-2022,20,8,August,3,2022,33,Saturday,TRUE
598,21-08-2022,21,8,August,3,2022,33,Sunday,TRUE
599,22-08-2022,22,8,August,3,2022,34,Monday,FALSE
600,23-08-2022,23,8,August,3,2022,34,Tuesday,FALSE
601,24-08-2022,24,8,August,3,2022,34,Wednesday,FALSE
602,25-08-2022,25,8,August,3,2022,34,Thursday,FALSE
603,26-08-2022,26,8,August,3,2022,34,Friday,FALSE
604,27-08-2022,27,8,August,3,2022,34,Saturday,TRUE
605,28-08-2022,28,8,August,3,2022,34,Sunday,TRUE
606,29-08-2022,29,8,August,3,2022,35,Monday,FALSE
607,30-08-2022,30,8,August,3,2022,35,Tuesday,FALSE
608,31-08-2022,31,8,August,3,2022,35,Wednesday,FALSE
609,01-09-2022,1,9,September,3,2022,35,Thursday,FALSE
610,02-09-2022,2,9,September,3,2022,35,Friday,FALSE
611,03-09-2022,3,9,September,3,2022,35,Saturday,TRUE
612,04-09-2022,4,9,September,3,2022,35,Sunday,TRUE
613,05-09-2022,5,9,September,3,2022,36,Monday,FALSE
614,06-09-2022,6,9,September,3,2022,36,Tuesday,FALSE
615,07-09-2022,7,9,September,3,2022,36,Wednesday,FALSE
616,08-09-2022,8,9,September,3,2022,36,Thursday,FALSE
617,09-09-2022,9,9,September,3,2022,36,Friday,FALSE
618,10-09-2022,10,9,September,3,2022,36,Saturday,TRUE
619,11-09-2022,11,9,September,3,2022,36,Sunday,TRUE
620,12-09-2022,12,9,September,3,2022,37,Monday,FALSE
621,13-09-2022,13,9,September,3,2022,37,Tuesday,FALSE
622,14-09-2022,14,9,September,3,2022,37,Wednesday,FALSE
623,15-09-2022,15,9,September,3,2022,37,Thursday,FALSE
624,16-09-2022,16,9,September,3,2022,37,Friday,FALSE
625,17-09-2022,17,9,September,3,2022,37,Saturday,TRUE
626,18-09-2022,18,9,September,3,2022,37,Sunday,TRUE
627,19-09-2022,19,9,September,3,2022,38,Monday,FALSE
628,20-09-2022,20,9,September,3,2022,38,Tuesday,FALSE
629,21-09-2022,21,9,September,3,2022,38,Wednesday,FALSE
630,22-09-2022,22,9,September,3,2022,38,Thursday,FALSE
631,23-09-2022,23,9,September,3,2022,38,Friday,FALSE
632,24-09-2022,24,9,September,3,2022,38,Saturday,TRUE
633,25-09-2022,25,9,September,3,2022,38,Sunday,TRUE
634,26-09-2022,26,9,September,3,2022,39,Monday,FALSE
635,27-09-2022,27,9,September,3,2022,39,Tuesday,FALSE
636,28-09-2022,28,9,September,3,2022,39,Wednesday,FALSE
637,29-09-2022,29,9,September,3,2022,39,Thursday,FALSE
638,30-09-2022,30,9,September,3,2022,39,Friday,FALSE
639,01-10-2022,1,10,October,4,2022,39,Saturday,TRUE
640,02-10-2022,2,10,October,4,2022,39,Sunday,TRUE
641,03-10-2022,3,10,October,4,2022,40,Monday,FALSE
642,04-10-2022,4,10,October,4,2022,40,Tuesday,FALSE
643,05-10-2022,5,10,October,4,2022,40,Wednesday,FALSE
644,06-10-2022,6,10,October,4,2022,40,Thursday,FALSE
645,07-10-2022,7,10,October,4,2022,40,Friday,FALSE
646,08-10-2022,8,10,October,4,2022,40,Saturday,TRUE
647,09-10-2022,9,10,October,4,2022,40,Sunday,TRUE
648,10-10-2022,10,10,October,4,2022,41,Monday,FALSE
649,11-10-2022,11,10,October,4,2022,41,Tuesday,FALSE
650,12-10-2022,12,10,October,4,2022,41,Wednesday,FALSE
651,13-10-2022,13,10,October,4,2022,41,Thursday,FALSE
652,14-10-2022,14,10,October,4,2022,41,Friday,FALSE
653,15-10-2022,15,10,October,4,2022,41,Saturday,TRUE
654,16-10-2022,16,10,October,4,2022,41,Sunday,TRUE
655,17-10-2022,17,10,October,4,2022,42,Monday,FALSE
656,18-10-2022,18,10,October,4,2022,42,Tuesday,FALSE
657,19-10-2022,19,10,October,4,2022,42,Wednesday,FALSE
658,20-10-2022,20,10,October,4,2022,42,Thursday,FALSE
659,21-10-2022,21,10,October,4,2022,42,Friday,FALSE
660,22-10-2022,22,10,October,4,2022,42,Saturday,TRUE
661,23-10-2022,23,10,October,4,2022,42,Sunday,TRUE
662,24-10-2022,24,10,October,4,2022,43,Monday,FALSE
663,25-10-2022,25,10,October,4,2022,43,Tuesday,FALSE
664,26-10-2022,26,10,October,4,2022,43,Wednesday,FALSE
665,27-10-2022,27,10,October,4,2022,43,Thursday,FALSE
666,28-10-2022,28,10,October,4,2022,43,Friday,FALSE
667,29-10-2022,29,10,October,4,2022,43,Saturday,TRUE
668,30-10-2022,30,10,October,4,2022,43,Sunday,TRUE
669,31-10-2022,31,10,October,4,2022,44,Monday,FALSE
670,01-11-2022,1,11,November,4,2022,44,Tuesday,FALSE
671,02-11-2022,2,11,November,4,2022,44,Wednesday,FALSE
672,03-11-2022,3,11,November,4,2022,44,Thursday,FALSE
673,04-11-2022,4,11,November,4,2022,44,Friday,FALSE
674,05-11-2022,5,11,November,4,2022,44,Saturday,TRUE
675,06-11-2022,6,11,November,4,2022,44,Sunday,TRUE
676,07-11-2022,7,11,November,4,2022,45,Monday,FALSE
677,08-11-2022,8,11,November,4,2022,45,Tuesday,FALSE
678,09-11-2022,9,11,November,4,2022,45,Wednesday,FALSE
679,10-11-2022,10,11,November,4,2022,45,Thursday,FALSE
680,11-11-2022,11,11,November,4,2022,45,Friday,FALSE
681,12-11-2022,12,11,November,4,2022,45,Saturday,TRUE
682,13-11-2022,13,11,November,4,2022,45,Sunday,TRUE
683,14-11-2022,14,11,November,4,2022,46,Monday,FALSE
684,15-11-2022,15,11,November,4,2022,46,Tuesday,FALSE
685,16-11-2022,16,11,November,4,2022,46,Wednesday,FALSE
686,17-11-2022,17,11,November,4,2022,46,Thursday,FALSE
687,18-11-2022,18,11,November,4,2022,46,Friday,FALSE
688,19-11-2022,19,11,November,4,2022,46,Saturday,TRUE
689,20-11-2022,20,11,November,4,2022,46,Sunday,TRUE
690,21-11-2022,21,11,November,4,2022,47,Monday,FALSE
691,22-11-2022,22,11,November,4,2022,47,Tuesday,FALSE
692,23-11-2022,23,11,November,4,2022,47,Wednesday,FALSE
693,24-11-2022,24,11,November,4,2022,47,Thursday,FALSE
694,25-11-2022,25,11,November,4,2022,47,Friday,FALSE
695,26-11-2022,26,11,November,4,2022,47,Saturday,TRUE
696,27-11-2022,27,11,November,4,2022,47,Sunday,TRUE
697,28-11-2022,28,11,November,4,2022,48,Monday,FALSE
698,29-11-2022,29,11,November,4,2022,48,Tuesday,FALSE
699,30-11-2022,30,11,November,4,2022,48,Wednesday,FALSE
700,01-12-2022,1,12,December,4,2022,48,Thursday,FALSE
701,02-12-2022,2,12,December,4,2022,48,Friday,FALSE
702,03-12-2022,3,12,December,4,2022,48,Saturday,TRUE
703,04-12-2022,4,12,December,4,2022,48,Sunday,TRUE
704,05-12-2022,5,12,December,4,2022,49,Monday,FALSE
705,06-12-2022,6,12,December,4,2022,49,Tuesday,FALSE
706,07-12-2022,7,12,December,4,2022,49,Wednesday,FALSE
707,08-12-2022,8,12,December,4,2022,49,Thursday,FALSE
708,09-12-2022,9,12,December,4,2022,49,Friday,FALSE
709,10-12-2022,10,12,December,4,2022,49,Saturday,TRUE
710,11-12-2022,11,12,December,4,2022,49,Sunday,TRUE
711,12-12-2022,12,12,December,4,2022,50,Monday,FALSE
712,13-12-2022,13,12,December,4,2022,50,Tuesday,FALSE
713,14-12-2022,14,12,December,4,2022,50,Wednesday,FALSE
714,15-12-2022,15,12,December,4,2022,50,Thursday,FALSE
715,16-12-2022,16,12,December,4,2022,50,Friday,FALSE
716,17-12-2022,17,12,December,4,2022,50,Saturday,TRUE
717,18-12-2022,18,12,December,4,2022,50,Sunday,TRUE
718,19-12-2022,19,12,December,4,2022,51,Monday,FALSE
719,20-12-2022,20,12,December,4,2022,51,Tuesday,FALSE
720,21-12-2022,21,12,December,4,2022,51,Wednesday,FALSE
721,22-12-2022,22,12,December,4,2022,51,Thursday,FALSE
722,23-12-2022,23,12,December,4,2022,51,Friday,FALSE
723,24-12-2022,24,12,December,4,2022,51,Saturday,TRUE
724,25-12-2022,25,12,December,4,2022,51,Sunday,TRUE
725,26-12-2022,26,12,December,4,2022,52,Monday,FALSE
726,27-12-2022,27,12,December,4,2022,52,Tuesday,FALSE
727,28-12-2022,28,12,December,4,2022,52,Wednesday,FALSE
728,29-12-2022,29,12,December,4,2022,52,Thursday,FALSE
729,30-12-2022,30,12,December,4,2022,52,Friday,FALSE
730,31-12-2022,31,12,December,4,2022,52,Saturday,TRUE
731,01-01-2023,1,1,January,1,2023,52,Sunday,TRUE
732,02-01-2023,2,1,January,1,2023,1,Monday,FALSE
733,03-01-2023,3,1,January,1,2023,1,Tuesday,FALSE
734,04-01-2023,4,1,January,1,2023,1,Wednesday,FALSE
