date_key,full_date,day,month,month_name,quarter,year,week_of_year,day_of_week,is_weekend
735,05-01-2023,5,1,January,1,2023,1,Thursday,FALSE
736,06-01-2023,6,1,January,1,2023,1,Friday,FALSE
737,07-01-2023,7,1,January,1,2023,1,Saturday,TRUE
738,08-01-2023,8,1,January,1,2023,1,Sunday,TRUE
739,09-01-2023,9,1,January,1,2023,2,Monday,FALSE
740,10-01-2023,10,1,January,1,2023,2,Tuesday,FALSE
741,11-01-2023,11,1,January,1,2023,2,Wednesday,FALSE
742,12-01-2023,12,1,January,1,2023,2,Thursday,FALSE
743,13-01-2023,13,1,January,1,2023,2,Friday,FALSE
744,14-01-2023,14,1,January,1,2023,2,Saturday,TRUE
745,15-01-2023,15,1,January,1,2023,2,Sunday,TRUE
746,16-01-2023,16,1,January,1,2023,3,Monday,FALSE
747,17-01-2023,17,1,January,1,2023,3,Tuesday,FALSE
748,18-01-2023,18,1,January,1,2023,3,Wednesday,FALSE
749,19-01-2023,19,1,January,1,2023,3,Thursday,FALSE
750,20-01-2023,20,1,January,1,2023,3,Friday,FALSE
751,21-01-2023,21,1,January,1,2023,3,Saturday,TRUE
752,22-01-2023,22,1,January,1,2023,3,Sunday,TRUE
753,23-01-2023,23,1,January,1,2023,4,Monday,FALSE
754,24-01-2023,24,1,January,1,2023,4,Tuesday,FALSE
755,25-01-2023,25,1,January,1,2023,4,Wednesday,FALSE
756,26-01-2023,26,1,January,1,2023,4,Thursday,FALSE
757,27-01-2023,27,1,January,1,2023,4,Friday,FALSE
758,28-01-2023,28,1,January,1,2023,4,Saturday,TRUE
759,29-01-2023,29,1,January,1,2023,4,Sunday,TRUE
760,30-01-2023,30,1,January,1,2023,5,Monday,FALSE
761,31-01-2023,31,1,January,1,2023,5,Tuesday,FALSE
762,01-02-2023,1,2,February,1,2023,5,Wednesday,FALSE
763,02-02-2023,2,2,February,1,2023,5,Thursday,FALSE
764,03-02-2023,3,2,February,1,2023,5,Friday,FALSE
765,04-02-2023,4,2,February,1,2023,5,Saturday,TRUE
766,05-02-2023,5,2,February,1,2023,5,Sunday,TRUE
767,06-02-2023,6,2,February,1,2023,6,Monday,FALSE
768,07-02-2023,7,2,February,1,2023,6,Tuesday,FALSE
769,08-02-2023,8,2,February,1,2023,6,Wednesday,FALSE
770,09-02-2023,9,2,February,1,2023,6,Thursday,FALSE
771,10-02-2023,10,2,February,1,2023,6,Friday,FALSE
772,11-02-2023,11,2,February,1,2023,6,Saturday,TRUE
773,12-02-2023,12,2,February,1,2023,6,Sunday,TRUE
774,13-02-2023,13,2,February,1,2023,7,Monday,FALSE
775,14-02-2023,14,2,February,1,2023,7,Tuesday,FALSE
776,15-02-2023,15,2,February,1,2023,7,Wednesday,FALSE
777,16-02-2023,16,2,February,1,2023,7,Thursday,FALSE
778,17-02-2023,17,2,February,1,2023,7,Friday,FALSE
779,18-02-2023,18,2,February,1,2023,7,Saturday,TRUE
780,19-02-2023,19,2,February,1,2023,7,Sunday,TRUE
781,20-02-2023,20,2,February,1,2023,8,Monday,FALSE
782,21-02-2023,21,2,February,1,2023,8,Tuesday,FALSE
783,22-02-2023,22,2,February,1,2023,8,Wednesday,FALSE
784,23-02-2023,23,2,February,1,2023,8,Thursday,FALSE
785,24-02-2023,24,2,February,1,2023,8,Friday,FALSE
786,25-02-2023,25,2,February,1,2023,8,Saturday,TRUE
787,26-02-2023,26,2,February,1,2023,8,Sunday,TRUE
788,27-02-2023,27,2,February,1,2023,9,Monday,FALSE
789,28-02-2023,28,2,February,1,2023,9,Tuesday,FALSE
790,01-03-2023,1,3,March,1,2023,9,Wednesday,FALSE
791,02-03-2023,2,3,March,1,2023,9,Thursday,FALSE
792,03-03-2023,3,3,March,1,2023,9,Friday,FALSE
793,04-03-2023,4,3,March,1,2023,9,Saturday,TRUE
794,05-03-2023,5,3,March,1,2023,9,Sunday,TRUE
795,06-03-2023,6,3,March,1,2023,10,Monday,FALSE
796,07-03-2023,7,3,March,1,2023,10,Tuesday,FALSE
797,08-03-2023,8,3,March,1,2023,10,Wednesday,FALSE
798,09-03-2023,9,3,March,1,2023,10,Thursday,FALSE
799,10-03-2023,10,3,March,1,2023,10,Friday,FALSE
800,11-03-2023,11,3,March,1,2023,10,Saturday,TRUE
801,12-03-2023,12,3,March,1,2023,10,Sunday,TRUE
802,13-03-2023,13,3,March,1,2023,11,Monday,FALSE
803,14-03-2023,14,3,March,1,2023,11,Tuesday,FALSE
804,15-03-2023,15,3,March,1,2023,11,Wednesday,FALSE
805,16-03-2023,16,3,March,1,2023,11,Thursday,FALSE
806,17-03-2023,17,3,March,1,2023,11,Friday,FALSE
807,18-03-2023,18,3,March,1,2023,11,Saturday,TRUE
808,19-03-2023,19,3,March,1,2023,11,Sunday,TRUE
809,20-03-2023,20,3,March,1,2023,12,Monday,FALSE
810,21-03-2023,21,3,March,1,2023,12,Tuesday,FALSE
811,22-03-2023,22,3,March,1,2023,12,Wednesday,FALSE
812,23-03-2023,23,3,March,1,2023,12,Thursday,FALSE
813,24-03-2023,24,3,March,1,2023,12,Friday,FALSE
814,25-03-2023,25,3,March,1,2023,12,Saturday,TRUE
815,26-03-2023,26,3,March,1,2023,12,Sunday,TRUE
816,27-03-2023,27,3,March,1,2023,13,Monday,FALSE
817,28-03-2023,28,3,March,1,2023,13,Tuesday,FALSE
818,29-03-2023,29,3,March,1,2023,13,Wednesday,FALSE
819,30-03-2023,30,3,March,1,2023,13,Thursday,FALSE
820,31-03-2023,31,3,March,1,2023,13,Friday,FALSE
821,01-04-2023,1,4,April,2,2023,13,Saturday,TRUE
822,02-04-2023,2,4,April,2,2023,13,Sunday,TRUE
823,03-04-2023,3,4,April,2,2023,14,Monday,FALSE
824,04-04-2023,4,4,April,2,2023,14,Tuesday,FALSE
825,05-04-2023,5,4,April,2,2023,14,Wednesday,FALSE
826,06-04-2023,6,4,April,2,2023,14,Thursday,FALSE
827,07-04-2023,7,4,April,2,2023,14,Friday,FALSE
828,08-04-2023,8,4,April,2,2023,14,Saturday,TRUE
829,09-04-2023,9,4,April,2,2023,14,Sunday,TRUE
830,10-04-2023,10,4,April,2,2023,15,Monday,FALSE
831,11-04-2023,11,4,April,2,2023,15,Tuesday,FALSE
832,12-04-2023,12,4,April,2,2023,15,Wednesday,FALSE
833,13-04-2023,13,4,April,2,2023,15,Thursday,FALSE
834,14-04-2023,14,4,April,2,2023,15,Friday,FALSE
835,15-04-2023,15,4,April,2,2023,15,Saturday,TRUE
836,16-04-2023,16,4,April,2,2023,15,Sunday,TRUE
837,17-04-2023,17,4,April,2,2023,16,Monday,FALSE
838,18-04-2023,18,4,April,2,2023,16,Tuesday,FALSE
839,19-04-2023,19,4,April,2,2023,16,Wednesday,FALSE
840,20-04-2023,20,4,April,2,2023,16,Thursday,FALSE
841,21-04-2023,21,4,April,2,2023,16,Friday,FALSE
842,22-04-2023,22,4,April,2,2023,16,Saturday,TRUE
843,23-04-2023,23,4,April,2,2023,16,Sunday,TRUE
844,24-04-2023,24,4,April,2,2023,17,Monday,FALSE
845,25-04-2023,25,4,April,2,2023,17,Tuesday,FALSE
846,26-04-2023,26,4,April,2,2023,17,Wednesday,FALSE
847,27-04-2023,27,4,April,2,2023,17,Thursday,FALSE
848,28-04-2023,28,4,April,2,2023,17,Friday,FALSE
849,29-04-2023,29,4,April,2,2023,17,Saturday,TRUE
850,30-04-2023,30,4,April,2,2023,17,Sunday,TRUE
851,01-05-2023,1,5,May,2,2023,18,Monday,FALSE
852,02-05-2023,2,5,May,2,2023,18,Tuesday,FALSE
853,03-05-2023,3,5,May,2,2023,18,Wednesday,FALSE
854,04-05-2023,4,5,May,2,2023,18,Thursday,FALSE
855,05-05-2023,5,5,May,2,2023,18,Friday,FALSE
856,06-05-2023,6,5,May,2,2023,18,Saturday,TRUE
857,07-05-2023,7,5,May,2,2023,18,Sunday,TRUE
858,08-05-2023,8,5,May,2,2023,19,Monday,FALSE
859,09-05-2023,9,5,May,2,2023,19,Tuesday,FALSE
860,10-05-2023,10,5,May,2,2023,19,Wednesday,FALSE
861,11-05-2023,11,5,May,2,2023,19,Thursday,FALSE
862,12-05-2023,12,5,May,2,2023,19,Friday,FALSE
863,13-05-2023,13,5,May,2,2023,19,Saturday,TRUE
864,14-05-2023,14,5,May,2,2023,19,Sunday,TRUE
865,15-05-2023,15,5,May,2,2023,20,Monday,FALSE
866,16-05-2023,16,5,May,2,2023,20,Tuesday,FALSE
867,17-05-2023,17,5,May,2,2023,20,Wednesday,FALSE
868,18-05-2023,18,5,May,2,2023,20,Thursday,FALSE
869,19-05-2023,19,5,May,2,2023,20,Friday,FALSE
870,20-05-2023,20,5,May,2,2023,20,Saturday,TRUE
871,21-05-2023,21,5,May,2,2023,20,Sunday,TRUE
872,22-05-2023,22,5,May,2,2023,21,Monday,FALSE
873,23-05-2023,23,5,May,2,2023,21,Tuesday,FALSE
874,24-05-2023,24,5,May,2,2023,21,Wednesday,FALSE
875,25-05-2023,25,5,May,2,2023,21,Thursday,FALSE
876,26-05-2023,26,5,May,2,2023,21,Friday,FALSE
877,27-05-2023,27,5,May,2,2023,21,Saturday,TRUE
878,28-05-2023,28,5,May,2,2023,21,Sunday,TRUE
879,29-05-2023,29,5,May,2,2023,22,Monday,FALSE
880,30-05-2023,30,5,May,2,2023,22,Tuesday,FALSE
881,31-05-2023,31,5,May,2,2023,22,Wednesday,FALSE
882,01-06-2023,1,6,June,2,2023,22,Thursday,FALSE
883,02-06-2023,2,6,June,2,2023,22,Friday,FALSE
884,03-06-2023,3,6,June,2,2023,22,Saturday,TRUE
885,04-06-2023,4,6,June,2,2023,22,Sunday,TRUE
886,05-06-2023,5,6,June,2,2023,23,Monday,FALSE
887,06-06-2023,6,6,June,2,2023,23,Tuesday,FALSE
888,07-06-2023,7,6,June,2,2023,23,Wednesday,FALSE
889,08-06-2023,8,6,June,2,2023,23,Thursday,FALSE
890,09-06-2023,9,6,June,2,2023,23,Friday,FALSE
891,10-06-2023,10,6,June,2,2023,23,Saturday,TRUE
892,11-06-2023,11,6,June,2,2023,23,Sunday,TRUE
893,12-06-2023,12,6,June,2,2023,24,Monday,FALSE
894,13-06-2023,13,6,June,2,2023,24,Tuesday,FALSE
895,14-06-2023,14,6,June,2,2023,24,Wednesday,FALSE
896,15-06-2023,15,6,June,2,2023,24,Thursday,FALSE
897,16-06-2023,16,6,June,2,2023,24,Friday,FALSE
898,17-06-2023,17,6,June,2,2023,24,Saturday,TRUE
899,18-06-2023,18,6,June,2,2023,24,Sunday,TRUE
900,19-06-2023,19,6,June,2,2023,25,Monday,FALSE
901,20-06-2023,20,6,June,2,2023,25,Tuesday,FALSE
902,21-06-2023,21,6,June,2,2023,25,Wednesday,FALSE
903,22-06-2023,22,6,June,2,2023,25,Thursday,FALSE
904,23-06-2023,23,6,June,2,2023,25,Friday,FALSE
905,24-06-2023,24,6,June,2,2023,25,Saturday,TRUE
906,25-06-2023,25,6,June,2,2023,25,Sunday,TRUE
907,26-06-2023,26,6,June,2,2023,26,Monday,FALSE
908,27-06-2023,27,6,June,2,2023,26,Tuesday,FALSE
909,28-06-2023,28,6,June,2,2023,26,Wednesday,FALSE
910,29-06-2023,29,6,June,2,2023,26,Thursday,FALSE
911,30-06-2023,30,6,June,2,2023,26,Friday,FALSE
912,01-07-2023,1,7,July,3,2023,26,Saturday,TRUE
913,02-07-2023,2,7,July,3,2023,26,Sunday,TRUE
914,03-07-2023,3,7,July,3,2023,27,Monday,FALSE
915,04-07-2023,4,7,July,3,2023,27,Tuesday,FALSE
916,05-07-2023,5,7,July,3,2023,27,Wednesday,FALSE
917,06-07-2023,6,7,July,3,2023,27,Thursday,FALSE
918,07-07-2023,7,7,July,3,2023,27,Friday,FALSE
919,08-07-2023,8,7,July,3,2023,27,Saturday,TRUE
920,09-07-2023,9,7,July,3,2023,27,Sunday,TRUE
921,10-07-2023,10,7,July,3,2023,28,Monday,FALSE
922,11-07-2023,11,7,July,3,2023,28,Tuesday,FALSE
923,12-07-2023,12,7,July,3,2023,28,Wednesday,FALSE
924,13-07-2023,13,7,July,3,2023,28,Thursday,FALSE
925,14-07-2023,14,7,July,3,2023,28,Friday,FALSE
926,15-07-2023,15,7,July,3,2023,28,Saturday,TRUE
927,16-07-2023,16,7,July,3,2023,28,Sunday,TRUE
928,17-07-2023,17,7,July,3,2023,29,Monday,FALSE
929,18-07-2023,18,7,July,3,2023,29,Tuesday,FALSE
930,19-07-2023,19,7,July,3,2023,29,Wednesday,FALSE
931,20-07-2023,20,7,July,3,2023,29,Thursday,FALSE
932,21-07-2023,21,7,July,3,2023,29,Friday,FALSE
933,22-07-2023,22,7,July,3,2023,29,Saturday,TRUE
934,23-07-2023,23,7,July,3,2023,29,Sunday,TRUE
935,24-07-2023,24,7,July,3,2023,30,Monday,FALSE
936,25-07-2023,25,7,July,3,2023,30,Tuesday,FALSE
937,26-07-2023,26,7,July,3,2023,30,Wednesday,FALSE
938,27-07-2023,27,7,July,3,2023,30,Thursday,FALSE
939,28-07-2023,28,7,July,3,2023,30,Friday,FALSE
940,29-07-2023,29,7,July,3,2023,30,Saturday,TRUE
941,30-07-2023,30,7,July,3,2023,30,Sunday,TRUE
942,31-07-2023,31,7,July,3,2023,31,Monday,FALSE
943,01-08-2023,1,8,August,3,2023,31,Tuesday,FALSE
944,02-08-2023,2,8,August,3,2023,31,Wednesday,FALSE
945,03-08-2023,3,8,August,3,2023,31,Thursday,FALSE
946,04-08-2023,4,8,August,3,2023,31,Friday,FALSE
947,05-08-2023,5,8,August,3,2023,31,Saturday,TRUE
948,06-08-2023,6,8,August,3,2023,31,Sunday,TRUE
949,07-08-2023,7,8,August,3,2023,32,Monday,FALSE
950,08-08-2023,8,8,August,3,2023,32,Tuesday,FALSE
951,09-08-2023,9,8,August,3,2023,32,Wednesday,FALSE
952,10-08-2023,10,8,August,3,2023,32,Thursday,FALSE
953,11-08-2023,11,8,August,3,2023,32,Friday,FALSE
954,12-08-2023,12,8,August,3,2023,32,Saturday,TRUE
955,13-08-2023,13,8,August,3,2023,32,Sunday,TRUE
956,14-08-2023,14,8,August,3,2023,33,Monday,FALSE
957,15-08-2023,15,8,August,3,2023,33,Tuesday,FALSE
958,16-08-2023,16,8,August,3,2023,33,Wednesday,FALSE
959,17-08-2023,17,8,August,3,2023,33,Thursday,FALSE
960,18-08-2023,18,8,August,3,2023,33,Friday,FALSE
961,19-08-2023,19,8,August,3,2023,33,Saturday,TRUE
962,20-08-2023,20,8,August,3,2023,33,Sunday,TRUE
963,21-08-2023,21,8,August,3,2023,34,Monday,FALSE
964,22-08-2023,22,8,August,3,2023,34,Tuesday,FALSE
965,23-08-2023,23,8,August,3,2023,34,Wednesday,FALSE
966,24-08-2023,24,8,August,3,2023,34,Thursday,FALSE
967,25-08-2023,25,8,August,3,2023,34,Friday,FALSE
968,26-08-2023,26,8,August,3,2023,34,Saturday,TRUE
969,27-08-2023,27,8,August,3,2023,34,Sunday,TRUE
970,28-08-2023,28,8,August,3,2023,35,Monday,FALSE
971,29-08-2023,29,8,August,3,2023,35,Tuesday,FALSE
972,30-08-2023,30,8,August,3,2023,35,Wednesday,FALSE
973,31-08-2023,31,8,August,3,2023,35,Thursday,FALSE
974,01-09-2023,1,9,September,3,2023,35,Friday,FALSE
975,02-09-2023,2,9,September,3,2023,35,Saturday,TRUE
976,03-09-2023,3,9,September,3,2023,35,Sunday,TRUE
977,04-09-2023,4,9,September,3,2023,36,Monday,FALSE
978,05-09-2023,5,9,September,3,2023,36,Tuesday,FALSE
979,06-09-2023,6,9,September,3,2023,36,Wednesday,FALSE
980,07-09-2023,7,9,September,3,2023,36,Thursday,FALSE
981,08-09-2023,8,9,September,3,2023,36,Friday,FALSE
982,09-09-2023,9,9,September,3,2023,36,Saturday,TRUE
983,10-09-2023,10,9,September,3,2023,36,Sunday,TRUE
984,11-09-2023,11,9,September,3,2023,37,Monday,FALSE
985,12-09-2023,12,9,September,3,2023,37,Tuesday,FALSE
986,13-09-2023,13,9,September,3,2023,37,Wednesday,FALSE
987,14-09-2023,14,9,September,3,2023,37,Thursday,FALSE
988,15-09-2023,15,9,September,3,2023,37,Friday,FALSE
989,16-09-2023,16,9,September,3,2023,37,Saturday,TRUE
990,17-09-2023,17,9,September,3,2023,37,Sunday,TRUE
991,18-09-2023,18,9,September,3,2023,38,Monday,FALSE
992,19-09-2023,19,9,September,3,2023,38,Tuesday,FALSE
993,20-09-2023,20,9,September,3,2023,38,Wednesday,FALSE
994,21-09-2023,21,9,September,3,2023,38,Thursday,FALSE
995,22-09-2023,22,9,September,3,2023,38,Friday,FALSE
996,23-09-2023,23,9,September,3,2023,38,Saturday,TRUE
997,24-09-2023,24,9,September,3,2023,38,Sunday,TRUE
998,25-09-2023,25,9,September,3,2023,39,Monday,FALSE
999,26-09-2023,26,9,September,3,2023,39,Tuesday,FALSE
1000,27-09-2023,27,9,September,3,2023,39,Wednesday,FALSE
1001,28-09-2023,28,9,September,3,2023,39,Thursday,FALSE
1002,29-09-2023,29,9,September,3,2023,39,Friday,FALSE
1003,30-09-2023,30,9,September,3,2023,39,Saturday,TRUE
1004,01-10-2023,1,10,October,4,2023,39,Sunday,TRUE
1005,02-10-2023,2,10,October,4,2023,40,Monday,FALSE
1006,03-10-2023,3,10,October,4,2023,40,Tuesday,FALSE
1007,04-10-2023,4,10,October,4,2023,40,Wednesday,FALSE
1008,05-10-2023,5,10,October,4,2023,40,Thursday,FALSE
1009,06-10-2023,6,10,October,4,2023,40,Friday,FALSE
1010,07-10-2023,7,10,October,4,2023,40,Saturday,TRUE
1011,08-10-2023,8,10,October,4,2023,40,Sunday,TRUE
1012,09-10-2023,9,10,October,4,2023,41,Monday,FALSE
1013,10-10-2023,10,10,October,4,2023,41,Tuesday,FALSE
1014,11-10-2023,11,10,October,4,2023,41,Wednesday,FALSE
1015,12-10-2023,12,10,October,4,2023,41,Thursday,FALSE
1016,13-10-2023,13,10,October,4,2023,41,Friday,FALSE
1017,14-10-2023,14,10,October,4,2023,41,Saturday,TRUE
1018,15-10-2023,15,10,October,4,2023,41,Sunday,TRUE
1019,16-10-2023,16,10,October,4,2023,42,Monday,FALSE
1020,17-10-2023,17,10,October,4,2023,42,Tuesday,FALSE
1021,18-10-2023,18,10,October,4,2023,42,Wednesday,FALSE
1022,19-10-2023,19,10,October,4,2023,42,Thursday,FALSE
1023,20-10-2023,20,10,October,4,2023,42,Friday,FALSE
1024,21-10-2023,21,10,October,4,2023,42,Saturday,TRUE
1025,22-10-2023,22,10,October,4,2023,42,Sunday,TRUE
1026,23-10-2023,23,10,October,4,2023,43,Monday,FALSE
1027,24-10-2023,24,10,October,4,2023,43,Tuesday,FALSE
1028,25-10-2023,25,10,October,4,2023,43,Wednesday,FALSE
1029,26-10-2023,26,10,October,4,2023,43,Thursday,FALSE
1030,27-10-2023,27,10,October,4,2023,43,Friday,FALSE
1031,28-10-2023,28,10,October,4,2023,43,Saturday,TRUE
1032,29-10-2023,29,10,October,4,2023,43,Sunday,TRUE
1033,30-10-2023,30,10,October,4,2023,44,Monday,FALSE
1034,31-10-2023,31,10,October,4,2023,44,Tuesday,FALSE
1035,01-11-2023,1,11,November,4,2023,44,Wednesday,FALSE
1036,02-11-2023,2,11,November,4,2023,44,Thursday,FALSE
1037,03-11-2023,3,11,November,4,2023,44,Friday,FALSE
1038,04-11-2023,4,11,November,4,2023,44,Saturday,TRUE
1039,05-11-2023,5,11,November,4,2023,44,Sunday,TRUE
1040,06-11-2023,6,11,November,4,2023,45,Monday,FALSE
1041,07-11-2023,7,11,November,4,2023,45,Tuesday,FALSE
1042,08-11-2023,8,11,November,4,2023,45,Wednesday,FALSE
1043,09-11-2023,9,11,November,4,2023,45,Thursday,FALSE
1044,10-11-2023,10,11,November,4,2023,45,Friday,FALSE
1045,11-11-2023,11,11,November,4,2023,45,Saturday,TRUE
1046,12-11-2023,12,11,November,4,2023,45,Sunday,TRUE
1047,13-11-2023,13,11,November,4,2023,46,Monday,FALSE
1048,14-11-2023,14,11,November,4,2023,46,Tuesday,FALSE
1049,15-11-2023,15,11,November,4,2023,46,Wednesday,FALSE
1050,16-11-2023,16,11,November,4,2023,46,Thursday,FALSE
1051,17-11-2023,17,11,November,4,2023,46,Friday,FALSE
1052,18-11-2023,18,11,November,4,2023,46,Saturday,TRUE
1053,19-11-2023,19,11,November,4,2023,46,Sunday,TRUE
1054,20-11-2023,20,11,November,4,2023,47,Monday,FALSE
1055,21-11-2023,21,11,November,4,2023,47,Tuesday,FALSE
1056,22-11-2023,22,11,November,4,2023,47,Wednesday,FALSE
1057,23-11-2023,23,11,November,4,2023,47,Thursday,FALSE
1058,24-11-2023,24,11,November,4,2023,47,Friday,FALSE
1059,25-11-2023,25,11,November,4,2023,47,Saturday,TRUE
1060,26-11-2023,26,11,November,4,2023,47,Sunday,TRUE
1061,27-11-2023,27,11,November,4,2023,48,Monday,FALSE
1062,28-11-2023,28,11,November,4,2023,48,Tuesday,FALSE
1063,29-11-2023,29,11,November,4,2023,48,Wednesday,FALSE
1064,30-11-2023,30,11,November,4,2023,48,Thursday,FALSE
1065,01-12-2023,1,12,December,4,2023,48,Friday,FALSE
1066,02-12-2023,2,12,December,4,2023,48,Saturday,TRUE
1067,03-12-2023,3,12,December,4,2023,48,Sunday,TRUE
1068,04-12-2023,4,12,December,4,2023,49,Monday,FALSE
1069,05-12-2023,5,12,December,4,2023,49,Tuesday,FALSE
1070,06-12-2023,6,12,December,4,2023,49,Wednesday,FALSE
1071,07-12-2023,7,12,December,4,2023,49,Thursday,FALSE
1072,08-12-2023,8,12,December,4,2023,49,Friday,FALSE
1073,09-12-2023,9,12,December,4,2023,49,Saturday,TRUE
1074,10-12-2023,10,12,December,4,2023,49,Sunday,TRUE
1075,11-12-2023,11,12,December,4,2023,50,Monday,FALSE
1076,12-12-2023,12,12,December,4,2023,50,Tuesday,FALSE
1077,13-12-2023,13,12,December,4,2023,50,Wednesday,FALSE
1078,14-12-2023,14,12,December,4,2023,50,Thursday,FALSE
1079,15-12-2023,15,12,December,4,2023,50,Friday,FALSE
1080,16-12-2023,16,12,December,4,2023,50,Saturday,TRUE
1081,17-12-2023,17,12,December,4,2023,50,Sunday,TRUE
1082,18-12-2023,18,12,December,4,2023,51,Monday,FALSE
1083,19-12-2023,19,12,December,4,2023,51,Tuesday,FALSE
1084,20-12-2023,20,12,December,4,2023,51,Wednesday,FALSE
1085,21-12-2023,21,12,December,4,2023,51,Thursday,FALSE
1086,22-12-2023,22,12,December,4,2023,51,Friday,FALSE
1087,23-12-2023,23,12,December,4,2023,51,Saturday,TRUE
1088,24-12-2023,24,12,December,4,2023,51,Sunday,TRUE
1089,25-12-2023,25,12,December,4,2023,52,Monday,FALSE
1090,26-12-2023,26,12,December,4,2023,52,Tuesday,FALSE
1091,27-12-2023,27,12,December,4,2023,52,Wednesday,FALSE
1092,28-12-2023,28,12,December,4,2023,52,Thursday,FALSE
1093,29-12-2023,29,12,December,4,2023,52,Friday,FALSE
1094,30-12-2023,30,12,December,4,2023,52,Saturday,TRUE
1095,31-12-2023,31,12,December,4,2023,52,Sunday,TRUE
1096,01-01-2024,1,1,January,1,2024,1,Monday,FALSE
1097,02-01-2024,2,1,January,1,2024,1,Tuesday,FALSE
1098,03-01-2024,3,1,January,1,2024,1,Wednesday,FALSE
1099,04-01-2024,4,1,January,1,2024,1,Thursday,FALSE
1100,05-01-2024,5,1,January,1,2024,1,Friday,FALSE
